name,ethnicity,gender,religion,source
izuora,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
izuu,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
jachi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
jachike,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
jachukwuike,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
jacinta,igbo,female,christian,https://forebears.io/nigeria/forenames
jacob,yoruba,male,christian,https://forebears.io/nigeria/forenames
jadesola,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
jadesolaoluwa,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
jafar,hausa,male,muslim,https://forebears.io/nigeria/forenames
jafaru,hausa,male,muslim,https://forebears.io/nigeria/forenames
jaiyeola,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
jalil,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
jamal,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
james,igbo,male,christian,https://forebears.io/nigeria/forenames
jamila,hausa,female,muslim,https://forebears.io/nigeria/forenames
jamilu,hausa,male,muslim,https://forebears.io/nigeria/forenames
jamiu,hausa,male,muslim,https://forebears.io/nigeria/forenames
jane,igbo,female,christian,https://forebears.io/nigeria/forenames
janet,igbo,female,christian,https://forebears.io/nigeria/forenames
jariri,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
jatau,hausa,male,muslim,https://www.behindthename.com/names/usage/hausa
jay,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
jaya,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
jayamma,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
jelili,igbo,male,christian,https://forebears.io/nigeria/forenames
jennifer,igbo,female,christian,https://forebears.io/nigeria/forenames
jeozy,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
jeremiah,igbo,male,christian,https://forebears.io/nigeria/forenames
jerry,igbo,male,christian,https://forebears.io/nigeria/forenames
jesufikunayomi,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
jesufiolawemi,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
jesulayotimoni,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
jesuloba,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
jesuloluwa,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
jesutosin,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
jibirila,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
jibirilu,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
jibola,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
jibril,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
jibrila,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
jibrilu,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
jibrin,hausa,male,muslim,https://forebears.io/nigeria/forenames
jide,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
jidenna,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
jideofor,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
jigo,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
jika,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
jimeto,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
jimi,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
jimoh,yoruba,male,christian,https://forebears.io/nigeria/forenames
jioke,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
joel,igbo,male,christian,https://forebears.io/nigeria/forenames
john,igbo,male,christian,https://forebears.io/nigeria/forenames
johnson,igbo,male,christian,https://forebears.io/nigeria/forenames
jolasun,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
jomi,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
jonah,igbo,male,christian,https://forebears.io/nigeria/forenames
jonathan,igbo,male,christian,https://forebears.io/nigeria/forenames
joseph,igbo,male,christian,https://forebears.io/nigeria/forenames
josephine,igbo,female,christian,https://forebears.io/nigeria/forenames
joshua,igbo,male,christian,https://forebears.io/nigeria/forenames
joy,igbo,female,christian,https://forebears.io/nigeria/forenames
joyce,igbo,female,christian,https://forebears.io/nigeria/forenames
jubril,yoruba,male,muslim,https://forebears.io/nigeria/forenames
jude,igbo,male,christian,https://forebears.io/nigeria/forenames
judith,igbo,female,christian,https://forebears.io/nigeria/forenames
juliana,yoruba,female,christian,https://forebears.io/nigeria/forenames
julianah,igbo,female,christian,https://forebears.io/nigeria/forenames
juliet,igbo,female,christian,https://forebears.io/nigeria/forenames
julius,igbo,male,christian,https://forebears.io/nigeria/forenames
jumai,yoruba,female,muslim,https://forebears.io/nigeria/forenames
jummai,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
jumoke,yoruba,female,christian,https://forebears.io/nigeria/forenames
justice,igbo,male,christian,https://forebears.io/nigeria/forenames
justina,igbo,female,christian,https://forebears.io/nigeria/forenames
kabir,hausa,male,muslim,https://forebears.io/nigeria/forenames
kabir,yoruba,male,muslim,
kabiru,hausa,male,muslim,https://forebears.io/nigeria/forenames
kachi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kachim,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kachisicho,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
kachiside,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
kachisieme,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kachukwu,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kadade,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
kadijat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
kaeto,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kaetochukwu,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
kafayat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
kafilat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
kaima,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kainye,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kainyechukwuekene,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
kairaluchukwu,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
kaisoluchukwu,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
kaito,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kaka,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
kallamu,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
kalu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
kam,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kamal,hausa,male,muslim,https://forebears.io/nigeria/forenames
kambi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kambili,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
kambiri,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kamdi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kamdilichukwu,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
kamfe,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kamfeechi,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
kamfeechukwu,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
kamharida,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
kamilu,hausa,male,muslim,https://forebears.io/nigeria/forenames
kamji,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kamnye,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kamsi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kamsiyochukwu,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
kamsiyonna,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
kamso,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kamtochukwu,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
kanayo,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kanayochukwu,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
kane,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
kanma,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kanmi,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
kanyi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kanyima,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kanyinsola,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
kanyinulia,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
kaobim,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kaodinakachi,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
karaluchukwu,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
karami,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
karmami,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
kasarachukwu,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
kaseko,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
kasie,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kasiemobi,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
kasim,hausa,male,muslim,https://forebears.io/nigeria/forenames
kasimu,hausa,male,muslim,https://forebears.io/nigeria/forenames
kasope,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
kasopefoluwa,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
kasu,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
kasuwa,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
kate,igbo,female,christian,https://forebears.io/nigeria/forenames
kauna,hausa,female,muslim/christian,https://www.behindthename.com/submit/names/usage/hausa
kayin,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
kayode,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
kazeem,yoruba,male,muslim,https://forebears.io/nigeria/forenames
kehinde,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
kelechi,igbo,unisex,christian,https://www.momjunction.com/baby-names/igbo/boy/
kelly,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kelue,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kelvin,igbo,male,christian,https://forebears.io/nigeria/forenames
kemi,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
kene,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kenelum,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kenna,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kennedy,igbo,male,christian,https://forebears.io/nigeria/forenames
kenneth,igbo,male,christian,https://forebears.io/nigeria/forenames
kenny,yoruba,male,christian,https://maternitynest.com/igbo-names-boys/
kesandu,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
keyshia,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
kezie,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
keziri,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kezz,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
khadija,hausa,female,muslim,https://forebears.io/nigeria/forenames
khadijat,hausa,female,muslim,https://forebears.io/nigeria/forenames
khalid,hausa,male,muslim,https://forebears.io/nigeria/forenames
kike,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
kikelomo,yoruba,female,muslim/christian,https://www.yorubaname.com/
kiki,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
kikiogoluwa,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
kikiolaoluwanimoje,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
kinfeosioluwa,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
kingsley,igbo,male,christian,https://forebears.io/nigeria/forenames
kitan,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
kobi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
koby,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kodili,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kokari,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
kokumo,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
kola,yoruba,male,christian,https://forebears.io/nigeria/forenames
kolapo,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
kolawole,yoruba,male,christian,https://forebears.io/nigeria/forenames
kolo,yoruba,male,christian,https://forebears.io/nigeria/forenames
korau,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
korede,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
kosarachi,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
kosau,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
kosy,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kristibueze,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
kuburat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
kudirat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
kufre,yoruba,male,christian,https://forebears.io/nigeria/forenames
kulau,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
kulu,hausa,female,muslim,https://forebears.io/nigeria/forenames
kunle,yoruba,male,christian,https://forebears.io/nigeria/forenames
kwesi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kwesike,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kwesili,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
kyauta,hausa,male,muslim,https://www.behindthename.com/names/usage/hausa
labake,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
labaran,hausa,male,muslim,https://forebears.io/nigeria/forenames
ladan,hausa,male,muslim,https://forebears.io/nigeria/forenames
lade,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
ladi,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
lafiya,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
laja,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
lami,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
lamidi,yoruba,male,muslim,
laminde,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
lanre,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
lanumi,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
lara,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
laraba,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
lashe,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
lateef,yoruba,male,muslim,https://forebears.io/nigeria/forenames
latifat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
latorunwa,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
lauwali,hausa,male,muslim,https://forebears.io/nigeria/forenames
lawal,hausa,male,muslim,https://forebears.io/nigeria/forenames
lawal,yoruba,male,muslim,
lawali,hausa,male,muslim,https://forebears.io/nigeria/forenames
lawan,hausa,male,muslim,https://forebears.io/nigeria/forenames
lawrence,igbo,male,christian,https://forebears.io/nigeria/forenames
lebechi,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
lekan,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
leke,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
leyin,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
lezie,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
lilian,igbo,female,christian,https://forebears.io/nigeria/forenames
liman,igbo,male,muslim,https://forebears.io/nigeria/forenames
linda,igbo,female,christian,https://forebears.io/nigeria/forenames
linus,igbo,male,christian,https://forebears.io/nigeria/forenames
livinus,igbo,male,christian,https://forebears.io/nigeria/forenames
lola,yoruba,unisex,muslim/christian,https://maternitynest.com/yoruba-names-girls/
lolade,yoruba,female,muslim/christian,https://www.yorubaname.com/
lota,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
lotachi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
lotachukwu,igbo,unisex,christian,https://www.momjunction.com/baby-names/igbo/boy/
lotam,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
lotanna,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
love,yoruba,female,christian,https://forebears.io/nigeria/forenames
loveth,igbo,female,christian,https://forebears.io/nigeria/forenames
lu'u-lu'u,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
luba,hausa,female,muslim,https://forebears.io/nigeria/forenames
lubabatu,hausa,female,muslim,https://forebears.io/nigeria/forenames
lucky,igbo,male,christian,https://forebears.io/nigeria/forenames
lucy,igbo,female,christian,https://forebears.io/nigeria/forenames
luka,igbo,male,christian,https://forebears.io/nigeria/forenames
lukman,hausa,male,muslim,https://forebears.io/nigeria/forenames
lydia,igbo,female,christian,https://forebears.io/nigeria/forenames
mabayoje,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
mabel,igbo,female,christian,https://forebears.io/nigeria/forenames
macdonald,igbo,male,christian,https://forebears.io/nigeria/forenames
madaya,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
madu,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
madufo,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
madugu,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
maduike,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
maduka,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
madukwe,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
magaji,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
magajiya,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
magdalene,igbo,female,christian,https://forebears.io/nigeria/forenames
magret,igbo,female,christian,https://forebears.io/nigeria/forenames
mahmud,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
mai,hausa,male,muslim,https://forebears.io/nigeria/forenames
maidawa,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
maifari,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
maigado,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
maigero,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
maihwari,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
maikarifi,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
maikasuwa,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
maikudi,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
mailafia,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
mailafiya,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
mailahiya,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
maimuna,hausa,female,muslim,https://forebears.io/nigeria/forenames
maina,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
mairak,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
mairama,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
mairiga,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
mairo,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
maiwada,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
maiwake,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
majekodunmi,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
makao,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
makau,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
makinwa,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
makuachukwu,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
malam,hausa,male,muslim,https://forebears.io/nigeria/forenames
malami,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
mallam,hausa,male,muslim,https://forebears.io/nigeria/forenames
mamkpa,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
mamman,hausa,male,muslim,https://forebears.io/nigeria/forenames
mamuda,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
mansir,hausa,male,muslim,https://forebears.io/nigeria/forenames
mansur,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
mansurah,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
mantau,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
manu,hausa,male,muslim,https://forebears.io/nigeria/forenames
maobi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
margaret,igbo,female,christian,https://forebears.io/nigeria/forenames
margret,igbo,female,christian,https://forebears.io/nigeria/forenames
maria,hausa,female,christian,https://forebears.io/nigeria/forenames
marian,igbo,female,christian,
mariam,yoruba,female,muslim,https://forebears.io/nigeria/forenames
mariya,hausa,female,muslim,https://forebears.io/nigeria/forenames
mark,igbo,male,christian,https://forebears.io/nigeria/forenames
markus,igbo,male,christian,https://forebears.io/nigeria/forenames
marobi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
martha,igbo,female,christian,https://forebears.io/nigeria/forenames
martin,igbo,male,christian,https://forebears.io/nigeria/forenames
martina,igbo,female,christian,https://forebears.io/nigeria/forenames
martins,igbo,male,christian,https://forebears.io/nigeria/forenames
mary,igbo,female,christian,https://forebears.io/nigeria/forenames
maryam,hausa,female,muslim,https://forebears.io/nigeria/forenames
maryamu,hausa,female,muslim,https://www.behindthename.com/names/usage/hausa
maseso,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
masoro,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
mathew,igbo,male,christian,https://forebears.io/nigeria/forenames
mathias,igbo,male,christian,https://forebears.io/nigeria/forenames
matthew,igbo,male,christian,https://forebears.io/nigeria/forenames
maureen,igbo,female,christian,https://forebears.io/nigeria/forenames
maxwell,igbo,male,christian,https://forebears.io/nigeria/forenames
mayowa,yoruba,male,christian,https://forebears.io/nigeria/forenames
meche,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
mekus,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
memunat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
mercy,igbo,female,christian,https://forebears.io/nigeria/forenames
mexxy,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
mez,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
mezia,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
mezie,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
mezy,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
mgbafo,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
mgbankwo,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
mgbeke,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
mgborie,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
michael,igbo,male,christian,https://forebears.io/nigeria/forenames
micheal,igbo,male,christian,https://forebears.io/nigeria/forenames
mikaila,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
mike,igbo,male,christian,https://forebears.io/nigeria/forenames
miloju,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
miracle,yoruba,female,christian,
mkpa,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
mkpulunma,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
mkpurumma,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
mmachukwu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
mmaduabuchi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
mmadubuike,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
mmadukaejikasia,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
mmadukejiaga,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
mmamma,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
mmasichi,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
mmasichukwu,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
mmasinachi,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
mobi,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
mobo,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
mobolade,yoruba,female,muslim/christian,https://www.yorubaname.com/
mobolaji,yoruba,unisex,muslim/christian,https://www.yorubaname.com/
mobolarinwa,yoruba,unisex,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
moby,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
modadeola,yoruba,male,muslim/christain,https://www.momjunction.com/baby-names/yoruba/boy/
modinat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
modu,hausa,male,christian,https://forebears.io/nigeria/forenames
modupe,yoruba,unisex,christian/muslim,https://forebears.io/nigeria/forenames
modurodoluwa,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
modurolorilerioluwa,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
mofara,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
mofarayolaoluwa,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
mofe,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
mofeoluwa,yoruba,female,muslim/christian,https://www.yorubaname.com/
mofetoluwa,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
mofeyisopefoluwa,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
mofihinfoluwa,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
mofolorunso,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
